State,Year,Quarter,District,Code,Transactions,Amount (INR),ATV (INR),Registered Users,App Opens
Chhattisgarh,2020,4,Balrampur,CG03,578790,1340368849,2315.812038,68062,1962238
Chhattisgarh,2020,4,Bastar,CG04,738632,1566415259,2120.697802,99717,2428240
Chhattisgarh,2020,4,Bemetara,CG05,520944,870151678.1,1670.336309,83243,1751930
Chhattisgarh,2020,4,Bijapur,CG06,307460,766898011.9,2494.301736,32020,1041505
Chhattisgarh,2020,4,Bilaspur,CG07,2837963,4829260317,1701.664298,384115,9161691
Chhattisgarh,2020,4,Dantewada,CG08,318775,789981955.5,2478.180395,39961,1055061
Chhattisgarh,2020,4,Dhamtari,CG09,624812,1116630006,1787.145583,98847,2126899
Chhattisgarh,2020,4,Durg,CG10,4913427,7302773369,1486.289176,464870,13127877
Chhattisgarh,2020,4,Gariyaband,CG11,417169,739494892.8,1772.650635,57272,1386237
Chhattisgarh,2020,4,Janjgir Champa,CG13,2192318,3743676245,1707.633767,280474,9105398
Chhattisgarh,2020,4,Jashpur,CG14,599900,1101179049,1835.604349,89257,2102983
Chhattisgarh,2020,4,Kabirdham,CG15,551734,894582481.4,1621.401765,88933,1989496
Chhattisgarh,2020,4,Kanker,CG16,634514,1358849805,2141.560005,92301,2228681
Chhattisgarh,2020,4,Kondagaon,CG17,369192,728929648.1,1974.391775,52463,1246665
Chhattisgarh,2020,4,Korba,CG18,1984429,3184943428,1604.967186,225683,6558373
Chhattisgarh,2020,4,Korea,CG19,754942,1395166962,1848.04523,88889,2406865
Chhattisgarh,2020,4,Mahasamund,CG20,1034749,1951224040,1885.697923,129536,3358580
Chhattisgarh,2020,4,Mungeli,CG21,363678,666087422.3,1831.530701,65436,1341069
Chhattisgarh,2020,4,Narayanpur,CG22,126331,257167467.5,2035.66399,15750,421492
Chhattisgarh,2020,4,Raigarh,CG23,2064164,3637725481,1762.323866,285081,7364429
Chhattisgarh,2020,4,Raipur,CG24,8570997,14747848599,1720.668972,743167,20905346
Chhattisgarh,2020,4,Rajnandgaon,CG25,1290120,2254466253,1747.485701,185815,4241707
Chhattisgarh,2020,4,Sukma,CG26,238465,638524490.7,2677.644479,27330,815257
Chhattisgarh,2020,4,Surajpur,CG27,676567,1305789055,1930.021795,88664,2246840
Chhattisgarh,2020,4,Surguja,CG28,1086420,2064653404,1900.419178,137221,3521741
Chhattisgarh,2021,1,Balod,CG01,645219,1132187021,1754.732922,107814,2315276
Chhattisgarh,2021,1,Baloda Bazar,CG02,1102370,2084677638,1891.087056,178486,4204907
Chhattisgarh,2021,1,Balrampur,CG03,597667,1498078490,2506.543762,73826,2249510
Chhattisgarh,2021,1,Bastar,CG04,779252,1693715519,2173.514498,107818,2740623
Chhattisgarh,2021,1,Bemetara,CG05,518166,943164752.8,1820.198069,89481,1910858
Chhattisgarh,2021,1,Bijapur,CG06,291788,770612635.6,2641.001808,34702,1108201
Chhattisgarh,2021,1,Bilaspur,CG07,3400745,5548981181,1631.695755,413692,11193132
Chhattisgarh,2021,1,Dantewada,CG08,315403,786274768.7,2492.921021,43171,1131007
Chhattisgarh,2021,1,Dhamtari,CG09,616731,1207143038,1957.325054,106354,2232426
Chhattisgarh,2021,1,Durg,CG10,5455260,7697855740,1411.0887,498453,14831934
Chhattisgarh,2021,1,Gariyaband,CG11,396818,770501929.6,1941.701056,61687,1473412
Chhattisgarh,2021,1,Janjgir Champa,CG13,2237748,4086540675,1826.184483,301931,9881334
Chhattisgarh,2021,1,Jashpur,CG14,587229,1265771754,2155.499395,96584,2306566
Chhattisgarh,2021,1,Kabirdham,CG15,571899,968261725.3,1693.064204,96069,2239620
Chhattisgarh,2021,1,Kanker,CG16,619999,1482694764,2391.447025,99897,2351676
Chhattisgarh,2021,1,Kondagaon,CG17,360985,776775266.4,2151.821451,57107,1323116
Chhattisgarh,2021,1,Korba,CG18,2152362,3547673113,1648.269721,243030,7257892
Chhattisgarh,2021,1,Korea,CG19,796358,1498312910,1881.456468,96149,2685639
Chhattisgarh,2021,1,Mahasamund,CG20,1084511,2220399814,2047.374175,139572,3745969
Chhattisgarh,2021,1,Mungeli,CG21,383383,750343760.2,1957.164924,70557,1531522
Chhattisgarh,2021,1,Narayanpur,CG22,109993,243552618.4,2214.25562,17030,425638
Chhattisgarh,2021,1,Raigarh,CG23,2237708,4233022687,1891.677863,306712,8346426
Chhattisgarh,2021,1,Raipur,CG24,10625343,17249749779,1623.453453,800224,24692422
Chhattisgarh,2021,1,Rajnandgaon,CG25,1390205,2509162849,1804.88694,200572,4865613
Chhattisgarh,2021,1,Sukma,CG26,226511,681369447.1,3008.10754,29547,879035
Chhattisgarh,2021,1,Surajpur,CG27,737441,1463328897,1984.333522,96117,2611995
Chhattisgarh,2021,1,Surguja,CG28,1195343,2299690489,1923.874979,147969,4112955
Chhattisgarh,2021,2,Balod,CG01,826679,1380147491,1669.508347,115485,5155212
Chhattisgarh,2021,2,Baloda Bazar,CG02,1461126,2578930313,1765.029377,191114,8378757
Chhattisgarh,2021,2,Balrampur,CG03,750454,1767610921,2355.388766,79703,8600032
Chhattisgarh,2021,2,Bastar,CG04,956445,1858017027,1942.628198,115879,5575817
Chhattisgarh,2021,2,Bemetara,CG05,684190,1191912269,1742.077887,96198,5123252
Chhattisgarh,2021,2,Bijapur,CG06,372315,897448843.8,2410.45578,37320,2519855
Chhattisgarh,2021,2,Bilaspur,CG07,3617926,6128946520,1694.049718,442330,14110873
Chhattisgarh,2021,2,Dantewada,CG08,405620,912949701.7,2250.7512,46424,2354791
Chhattisgarh,2021,2,Dhamtari,CG09,803714,1475776202,1836.195714,113769,4464656
Chhattisgarh,2021,2,Durg,CG10,5360198,8406607059,1568.338904,531550,12403562
Chhattisgarh,2021,2,Gariyaband,CG11,533040,947099930.6,1776.789604,66482,4445890
Chhattisgarh,2021,2,Janjgir Champa,CG13,2835495,4781785298,1686.402303,322297,14544124
Chhattisgarh,2021,2,Jashpur,CG14,728879,1441881668,1978.218152,104482,7710351
Chhattisgarh,2021,2,Kabirdham,CG15,771345,1267472696,1643.198174,103257,5323462
Chhattisgarh,2021,2,Kanker,CG16,765639,1633931245,2134.075256,107701,6443903
Chhattisgarh,2021,2,Kondagaon,CG17,469272,884960983.6,1885.816719,61738,4297614
Chhattisgarh,2021,2,Korba,CG18,2556656,4078628168,1595.297986,260168,11814325
Chhattisgarh,2021,2,Korea,CG19,984343,1764272111,1792.334695,103611,6376837
Chhattisgarh,2021,2,Mahasamund,CG20,1375779,2609044564,1896.412552,149983,8736018
Chhattisgarh,2021,2,Mungeli,CG21,530168,987805834.2,1863.193995,75644,3600246
Chhattisgarh,2021,2,Narayanpur,CG22,137697,278432933.9,2022.069717,18307,996566
Chhattisgarh,2021,2,Raigarh,CG23,2634959,4606676922,1748.29169,328664,12301515
Chhattisgarh,2021,2,Raipur,CG24,10882417,18678914879,1716.430723,855848,24005556
Chhattisgarh,2021,2,Rajnandgaon,CG25,1698948,3047951973,1794.023109,215143,10469078
Chhattisgarh,2021,2,Sukma,CG26,300111,816528670,2720.755554,31825,2245148
Chhattisgarh,2021,2,Surajpur,CG27,913088,1729440595,1894.056866,103184,6798211
Chhattisgarh,2021,2,Surguja,CG28,1332917,2575596438,1932.30069,158949,6989066
Dadra & Nagar Haveli and Daman & Diu,2018,1,Dadra And Nagar Haveli,DD01,92738,105807098.8,1140.924959,32028,0
Dadra & Nagar Haveli and Daman & Diu,2018,1,Daman,DD02,50218,63416803.35,1262.830128,18677,0
Dadra & Nagar Haveli and Daman & Diu,2018,1,Diu,DD03,5593,6434481.929,1150.452696,2553,0
Dadra & Nagar Haveli and Daman & Diu,2018,2,Dadra And Nagar Haveli,DD01,128642,186926842.5,1453.077864,43085,0
Dadra & Nagar Haveli and Daman & Diu,2018,2,Daman,DD02,67705,104407321.9,1542.09175,25144,0
Dadra & Nagar Haveli and Daman & Diu,2018,2,Diu,DD03,6279,10736607.18,1709.923105,3229,0
Dadra & Nagar Haveli and Daman & Diu,2018,3,Dadra And Nagar Haveli,DD01,177851,273261425.2,1536.462686,55626,0
Dadra & Nagar Haveli and Daman & Diu,2018,3,Daman,DD02,104637,160593811.8,1534.770796,32651,0
Dadra & Nagar Haveli and Daman & Diu,2018,3,Diu,DD03,7087,13784358.66,1945.02027,3830,0
Dadra & Nagar Haveli and Daman & Diu,2018,4,Dadra And Nagar Haveli,DD01,247575,399434283.4,1613.386987,69833,0
Dadra & Nagar Haveli and Daman & Diu,2018,4,Daman,DD02,147005,240064159.1,1633.033972,42069,0
Dadra & Nagar Haveli and Daman & Diu,2018,4,Diu,DD03,9502,19252174.32,2026.118114,4609,0
Dadra & Nagar Haveli and Daman & Diu,2019,1,Dadra And Nagar Haveli,DD01,386213,505553450.5,1309.00164,83987,0
Dadra & Nagar Haveli and Daman & Diu,2019,1,Daman,DD02,259564,315877185.5,1216.952989,51093,0
Dadra & Nagar Haveli and Daman & Diu,2019,1,Diu,DD03,16037,21939140.02,1368.032676,5452,0
Dadra & Nagar Haveli and Daman & Diu,2019,2,Dadra And Nagar Haveli,DD01,276573,465450284.9,1682.920187,94382,514362
Dadra & Nagar Haveli and Daman & Diu,2019,2,Daman,DD02,183953,303607607.8,1650.462933,58005,323345
Dadra & Nagar Haveli and Daman & Diu,2019,2,Diu,DD03,29130,55383383.85,1901.249016,6193,22979
Dadra & Nagar Haveli and Daman & Diu,2019,3,Dadra And Nagar Haveli,DD01,385688,579621876.8,1502.825799,105329,1884552
Dadra & Nagar Haveli and Daman & Diu,2019,3,Daman,DD02,235860,348909463.5,1479.307485,64854,1168620
Dadra & Nagar Haveli and Daman & Diu,2019,3,Diu,DD03,17203,32940133.54,1914.790068,6746,73017
Dadra & Nagar Haveli and Daman & Diu,2019,4,Dadra And Nagar Haveli,DD01,465412,736360098,1582.168268,117805,2264329
Dadra & Nagar Haveli and Daman & Diu,2019,4,Daman,DD02,282085,443588793.9,1572.535916,72470,1415107
Dadra & Nagar Haveli and Daman & Diu,2019,4,Diu,DD03,21474,46692370.13,2174.367613,7323,91107
Dadra & Nagar Haveli and Daman & Diu,2020,1,Dadra And Nagar Haveli,DD01,535805,813878312.4,1518.982302,130255,2546172
Dadra & Nagar Haveli and Daman & Diu,2020,1,Daman,DD02,318808,482278970.3,1512.756801,80329,1550484
Dadra & Nagar Haveli and Daman & Diu,2020,1,Diu,DD03,23966,46606086.66,1944.675234,7912,98466
Dadra & Nagar Haveli and Daman & Diu,2020,2,Dadra And Nagar Haveli,DD01,607115,819008453.1,1349.016995,146003,2773677
Dadra & Nagar Haveli and Daman & Diu,2020,2,Daman,DD02,342171,440492998.6,1287.34755,90016,1640768
Dadra & Nagar Haveli and Daman & Diu,2020,2,Diu,DD03,23866,42875002.2,1796.488821,8795,90682
Dadra & Nagar Haveli and Daman & Diu,2020,3,Dadra And Nagar Haveli,DD01,735433,1113115462,1513.551149,160183,2838403
Dadra & Nagar Haveli and Daman & Diu,2020,3,Daman,DD02,376291,584809492.9,1554.14159,98108,1480490
Dadra & Nagar Haveli and Daman & Diu,2020,3,Diu,DD03,26588,51864159.7,1950.660437,9655,102606
Dadra & Nagar Haveli and Daman & Diu,2020,4,Dadra And Nagar Haveli,DD01,1178976,1683480022,1427.917126,177432,3926020
Dadra & Nagar Haveli and Daman & Diu,2020,4,Daman,DD02,596994,921372876.4,1543.353663,108511,2123263
Dadra & Nagar Haveli and Daman & Diu,2020,4,Diu,DD03,41821,95658202.77,2287.324616,10550,147153
Dadra & Nagar Haveli and Daman & Diu,2021,1,Dadra And Nagar Haveli,DD01,1218428,1825446564,1498.198141,192262,4572539
Dadra & Nagar Haveli and Daman & Diu,2021,1,Daman,DD02,664208,1043765963,1571.444431,117728,2573284
Dadra & Nagar Haveli and Daman & Diu,2021,1,Diu,DD03,42608,96420384.49,2262.964337,11406,156639
Dadra & Nagar Haveli and Daman & Diu,2021,2,Dadra And Nagar Haveli,DD01,1350893,1981679667,1466.94051,206516,3322379
Dadra & Nagar Haveli and Daman & Diu,2021,2,Daman,DD02,733176,1074079574,1464.968267,126258,1622978
Dadra & Nagar Haveli and Daman & Diu,2021,2,Diu,DD03,41014,101909220.7,2484.742299,12220,117626
Delhi,2018,1,Central,DL01,2997714,4312145216,1438.477859,202723,0
Delhi,2018,1,East,DL02,357904,594248348.4,1660.356823,169295,0
Delhi,2018,1,New Delhi,DL03,883737,1478916789,1673.480673,212008,0
Delhi,2018,1,North,DL04,361539,574580634.3,1589.263217,173622,0
Delhi,2018,1,North East,DL05,180160,261468886.5,1451.314868,95472,0
Delhi,2018,1,North West,DL06,387431,614242861.1,1585.425175,223679,0
Delhi,2018,1,Shahdara,DL07,193886,326458215.4,1683.763734,114549,0
Delhi,2018,1,South,DL08,334361,597143870.5,1785.925603,156706,0
Delhi,2018,1,South East Delhi,DL09,562694,929543692.8,1651.952381,251213,0
Delhi,2018,1,South West,DL10,318199,555900155.5,1747.020435,179197,0
Delhi,2018,1,West,DL11,545129,966855137,1773.626311,308558,0
Delhi,2018,2,Central,DL01,3589206,6223466821,1733.939713,267154,0
Delhi,2018,2,East,DL02,504193,925784169.7,1836.170216,221449,0
Delhi,2018,2,New Delhi,DL03,1177251,2387389847,2027.936138,282319,0
Delhi,2018,2,North,DL04,517958,975252185.7,1882.878893,227958,0
Delhi,2018,2,North East,DL05,230049,421841650.3,1833.703473,127159,0
Delhi,2018,2,North West,DL06,575888,1041767877,1808.976532,294038,0
Delhi,2018,2,Shahdara,DL07,272663,533105673.6,1955.181574,152113,0
Delhi,2018,2,South,DL08,513003,979271408.8,1908.899965,206935,0
Delhi,2018,2,South East Delhi,DL09,767547,1466216714,1910.263103,333350,0
Delhi,2018,2,South West,DL10,440508,903268239.1,2050.514949,236789,0
Delhi,2018,2,West,DL11,785457,1588935316,2022.943734,406877,0
Delhi,2018,3,Central,DL01,8165361,10515884583,1287.865237,340549,0
Delhi,2018,3,East,DL02,990369,1384933230,1398.401233,280847,0
Delhi,2018,3,New Delhi,DL03,2022950,3481996396,1721.24689,363140,0
Delhi,2018,3,North,DL04,955698,1471064055,1539.256183,290251,0
Delhi,2018,3,North East,DL05,336347,629247316.1,1870.827794,159566,0
Delhi,2018,3,North West,DL06,1071877,1611349651,1503.297161,376806,0
Delhi,2018,3,Shahdara,DL07,481819,805520386.6,1671.831926,192430,0
Delhi,2018,3,South,DL08,1009436,1501908121,1487.868593,264628,0
Delhi,2018,3,South East Delhi,DL09,1321135,2190894941,1658.342971,423177,0
Delhi,2018,3,South West,DL10,789269,1374843120,1741.919573,297663,0
Delhi,2018,3,West,DL11,1402787,2408205061,1716.728956,515854,0
Delhi,2018,4,Central,DL01,9373395,13878492766,1480.626045,446787,0
Delhi,2018,4,East,DL02,2073615,2113753354,1019.356705,373139,0
Delhi,2018,4,New Delhi,DL03,3230268,5091082008,1576.055611,470991,0
Delhi,2018,4,North,DL04,1864549,2189129077,1174.079671,379177,0
Delhi,2018,4,North East,DL05,777795,1097772211,1411.390162,216694,0
Delhi,2018,4,North West,DL06,2221592,2514145475,1131.68641,496928,0
Delhi,2018,4,Shahdara,DL07,987533,1305320182,1321.799051,257785,0
Delhi,2018,4,South,DL08,1769675,2243831444,1267.934194,344311,0
Delhi,2018,4,South East Delhi,DL09,2675009,3473400560,1298.46313,564640,0
Delhi,2018,4,South West,DL10,1535302,2165326034,1410.358375,393208,0
Delhi,2018,4,West,DL11,2678986,3650604508,1362.681443,686653,0
Delhi,2019,1,Central,DL01,12885975,16258175801,1261.695433,529918,0
Delhi,2019,1,East,DL02,3074036,2994257491,974.0476335,439639,0
Delhi,2019,1,New Delhi,DL03,10000765,13939472235,1393.840595,558516,0
Delhi,2019,1,North,DL04,2528129,2919441274,1154.783349,447987,0
Delhi,2019,1,North East,DL05,1085347,1482131305,1365.582901,262131,0
Delhi,2019,1,North West,DL06,3030848,3421611241,1128.928683,583438,0
Delhi,2019,1,Shahdara,DL07,1402956,1800644588,1283.464761,310351,0
Delhi,2019,1,South,DL08,2571440,2944578122,1145.108625,407519,0
Delhi,2019,1,South East Delhi,DL09,4177871,4783209116,1144.891529,671667,0
Delhi,2019,1,South West,DL10,2287011,2903464344,1269.545422,467571,0
Delhi,2019,1,West,DL11,3962949,5022146273,1267.27502,820526,0
Delhi,2019,2,Central,DL01,8821530,12827351678,1454.096022,596940,4621588
Delhi,2019,2,East,DL02,3157212,3432947911,1087.335254,487121,3859544
Delhi,2019,2,New Delhi,DL03,23313548,36146671718,1550.457773,637526,4770362
Delhi,2019,2,North,DL04,2646708,3429942979,1295.92799,502570,3638453
Delhi,2019,2,North East,DL05,1142423,1754227759,1535.5326,298037,1839705
Delhi,2019,2,North West,DL06,3032525,3903083209,1287.073712,649377,4251847
Delhi,2019,2,Shahdara,DL07,1439856,2125041675,1475.870972,352312,2162335
Delhi,2019,2,South,DL08,2809313,3393506108,1207.948743,453829,3600582
Delhi,2019,2,South East Delhi,DL09,4093477,5354348696,1308.019734,749218,5600479
Delhi,2019,2,South West,DL10,2441752,3375124289,1382.255155,519422,3366911
Delhi,2019,2,West,DL11,4273168,5964570041,1395.819224,919096,6019764
Delhi,2019,3,Central,DL01,10383905,15911065631,1532.28151,658985,18110411
Delhi,2019,3,East,DL02,4260289,4563965029,1071.280617,532254,14414183
Delhi,2019,3,New Delhi,DL03,24687138,43288057342,1753.466009,705546,17907707
Delhi,2019,3,North,DL04,3597191,4566145276,1269.364144,554029,13548032
Delhi,2019,3,North East,DL05,1625617,2351726102,1446.666775,334361,6815269
Delhi,2019,3,North West,DL06,4036365,5327025173,1319.758043,709448,15312330
Delhi,2019,3,Shahdara,DL07,1929681,2840221013,1471.860382,391827,7812781
Delhi,2019,3,South,DL08,4067756,4543363284,1116.921291,498200,13735093
Delhi,2019,3,South East Delhi,DL09,5633818,7118731075,1263.57136,821304,21257734
Delhi,2019,3,South West,DL10,3392924,4564338750,1345.252281,567496,12320743
Delhi,2019,3,West,DL11,5923192,8122173371,1371.249382,1008836,22146744
Delhi,2019,4,Central,DL01,13130548,21110784971,1607.761151,711015,19757936
Delhi,2019,4,East,DL02,4787770,5518543582,1152.633393,568283,15006362
Delhi,2019,4,New Delhi,DL03,29048107,54398427888,1872.701305,757888,19347259
Delhi,2019,4,North,DL04,3982235,5440162132,1366.107759,598910,14087176
Delhi,2019,4,North East,DL05,1871409,3047347200,1628.370495,366088,7378000
Delhi,2019,4,North West,DL06,4376687,6492920778,1483.524131,758620,15608488
Delhi,2019,4,Shahdara,DL07,2149197,3597910765,1674.072114,425305,8243112
Delhi,2019,4,South,DL08,4672501,5360121273,1147.163216,533716,14624629
Delhi,2019,4,South East Delhi,DL09,6387755,8697135103,1361.532354,883080,22762701
Delhi,2019,4,South West,DL10,3796919,5538272503,1458.622768,605482,12908740
Delhi,2019,4,West,DL11,6541869,9822841229,1501.534382,1081496,22958268
Delhi,2020,1,Central,DL01,24757650,41219414205,1664.916266,765149,20077306
Delhi,2020,1,East,DL02,4783041,5861493191,1225.474168,604768,15229722
Delhi,2020,1,New Delhi,DL03,17899322,34941263526,1952.099835,810489,19988931
Delhi,2020,1,North,DL04,4134350,5959728046,1441.515122,648654,14929277
Delhi,2020,1,North East,DL05,1945559,3286317523,1689.137941,399504,7741484
Delhi,2020,1,North West,DL06,4394010,7009463342,1595.231541,814249,16316454
Delhi,2020,1,Shahdara,DL07,2148023,3847703306,1791.276586,460186,8525491
Delhi,2020,1,South,DL08,4578729,5702232003,1245.374427,570329,14596406
Delhi,2020,1,South East Delhi,DL09,6523345,9238065831,1416.154723,947535,23452400
Delhi,2020,1,South West,DL10,3956004,6031191820,1524.566664,644981,13628530
Delhi,2020,1,West,DL11,6627571,10519670849,1587.258869,1160353,23777985
Delhi,2020,2,Central,DL01,17641823,30418597739,1724.232112,821609,12170177
Delhi,2020,2,East,DL02,4005780,5059627017,1263.081601,641233,12112696
Delhi,2020,2,New Delhi,DL03,13713658,27033383046,1971.274407,858515,13813232
Delhi,2020,2,North,DL04,3462809,5258808051,1518.653801,704186,12248038
Delhi,2020,2,North East,DL05,2229412,3393429629,1522.11867,437601,8199505
Delhi,2020,2,North West,DL06,4270005,6452332763,1511.083187,877218,15252379
Delhi,2020,2,Shahdara,DL07,1925218,3324156646,1726.639085,498710,7264987
Delhi,2020,2,South,DL08,3631140,4698622938,1293.98011,608062,10923789
Delhi,2020,2,South East Delhi,DL09,5215263,7084670453,1358.449316,1011931,17824740
Delhi,2020,2,South West,DL10,4193591,6168338439,1470.896527,688199,13239503
Delhi,2020,2,West,DL11,5753319,8981471481,1561.09395,1243875,19803207
Delhi,2020,3,Central,DL01,32203761,61527717934,1910.575536,888536,17811726
Delhi,2020,3,East,DL02,5054670,7198767027,1424.181406,685955,15039504
Delhi,2020,3,New Delhi,DL03,17268250,34516772051,1998.857559,912051,19755770
Delhi,2020,3,North,DL04,4691610,8507808246,1813.409095,763389,16007620
Delhi,2020,3,North East,DL05,2910048,5488227059,1885.957572,479924,10076533
Delhi,2020,3,North West,DL06,5785656,10454717367,1807.006391,946954,19440720
Delhi,2020,3,Shahdara,DL07,2832449,5899818228,2082.938908,543831,10118652
Delhi,2020,3,South,DL08,4564631,6503381595,1424.733258,651616,13811149
Delhi,2020,3,South East Delhi,DL09,7402382,11175362188,1509.69812,1088989,23898063
Delhi,2020,3,South West,DL10,5547370,8927576871,1609.335031,739034,16937109
Delhi,2020,3,West,DL11,8231034,14963814239,1817.975025,1343895,27128183
Delhi,2020,4,Central,DL01,32194168,61575435521,1912.627017,962750,25639012
Delhi,2020,4,East,DL02,7410660,10725439312,1447.298798,734091,19059130
Delhi,2020,4,New Delhi,DL03,19719782,37020451053,1877.325574,971715,26150844
Delhi,2020,4,North,DL04,6775272,12208521801,1801.923495,827019,19876007
Delhi,2020,4,North East,DL05,4156966,8639858686,2078.404944,525117,12410314
Delhi,2020,4,North West,DL06,8026101,14953244693,1863.077065,1019187,23345284
Delhi,2020,4,Shahdara,DL07,4208254,9392225302,2231.857987,591192,12836928
Delhi,2020,4,South,DL08,6797385,9578135719,1409.091249,699303,17854518
Delhi,2020,4,South East Delhi,DL09,11414146,17130268130,1500.7928,1174221,31579571
Delhi,2020,4,South West,DL10,7745403,12646111042,1632.724733,792331,20471250
Delhi,2020,4,West,DL11,12092280,22395396965,1852.040886,1451042,34210894
Delhi,2021,1,Central,DL01,54173342,90711721160,1674.471572,1035060,31035635
Delhi,2021,1,East,DL02,7874737,11290580992,1433.772454,786308,21924687
Delhi,2021,1,New Delhi,DL03,31953482,53832767509,1684.723046,1039016,31041137
Delhi,2021,1,North,DL04,7199592,12976771848,1802.431561,890194,23178496
Delhi,2021,1,North East,DL05,4096987,8600371052,2099.194128,567107,13760602
Delhi,2021,1,North West,DL06,8024587,15349170515,1912.767662,1094464,26122744
Delhi,2021,1,Shahdara,DL07,4235592,9595155648,2265.363531,636908,14514305
Delhi,2021,1,South,DL08,7428356,10208060134,1374.201793,749173,20969765
Delhi,2021,1,South East Delhi,DL09,12287216,18449868328,1501.54993,1260645,37073920
Delhi,2021,1,South West,DL10,7721739,12780255588,1655.100695,849223,22664421
Delhi,2021,1,West,DL11,12363374,23133622270,1871.141508,1559112,38915888
Delhi,2021,2,Central,DL01,62131856,1.00896E+11,1623.899272,1105640,16081193
Delhi,2021,2,East,DL02,7486985,10978698462,1466.371104,839185,12706259
Delhi,2021,2,New Delhi,DL03,36788618,60387138441,1641.462543,1108471,16849531
